Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Grenada,252.00000,No,"251",-62.000000000000000,14.000000000000000,Backarc - Marginal Sea,None,None,Central America,"St. Vincent and Grenadines, Grenada, Martinique, Dominica, Venezuela",On-Offshore,Paleocene,Danian,66.00,0.00,5.118000000000000,1.945998246495816,1.771500000000000,2.369230756392846,2.250000000000000,4.250000000000000,"164387",-24.896922771747295,-23.229999542236328,-18.229999542236328,-33.509998321533203,None,None,None,None,,,,"0"
Guadalquivir-Beltic,253.00000,No,"252",-2.933180000000000,38.131399999999999,Fold and Thrust Belt,Bedded,None,Europe,Spain,Onshore,Devonian,Lochkovian,419.20,0.00,,,,0.866666687031587,0.300000011920929,2.200000047683716,"34817",-30.663333892822266,-31.040000915527344,-28.540000915527344,-32.409999847412109,Bedded,Bedded,None,None,"Wuchiapingian-Changhsingian; Carnian-Rhaetian","Perm., Tri.","Wuchiapingian-Changhsingian; Carnian-Rhaetian","2"
Guerrero,254.00000,No,"253",-99.500000000000000,18.000000000000000,Forearc,Unknown,Unknown,Central America,Mexico,Onshore,Cretaceous,Cenomanian,100.50,0.00,,,,0.100000001490116,0.100000001490116,0.100000001490116,"37319",-35.770000457763672,-35.770000457763672,-34.310001373291016,-37.229999542236328,Unknown,Unknown,Unknown,Unknown,,,,
Gulf of California,256.00000,No,"255",-110.128380000000007,26.350349999999999,Strike-Slip,Unknown,Extrusive,Central America,"Mexico, USA",On-Offshore,Pliocene,Zanclean,5.33,0.00,4.340994000000000,0.434550653507171,0.440999900000000,1.820689658923396,1.500000000000000,4.500000000000000,"387095",-16.639655211876178,-15.449999809265137,-8.000000000000000,-27.549999237060547,Unknown,Unknown,Unknown,Unknown,,,,
Gulf of Oman,258.00000,No,"257",56.845889999999997,25.850449999999999,Foreland,Mobile,Unknown,Middle East,"Oman, Iran, UAE",On-Offshore,Cretaceous,Campanian,83.60,0.00,1.811000000000000,1.464885986494253,1.454500000000000,2.750000000000000,2.750000000000000,3.500000000000000,"35327",-41.575000762939453,-41.575000762939453,-41.500000000000000,-41.650001525878906,None,None,None,None,Waucoban,Cambrian,Waucoban,"1"
Gulf of Penas,259.00000,No,"258",-75.861279999999994,-49.463039999999999,Forearc,Unknown,Unknown,South America,Chile,On-Offshore,Cretaceous,Santonian,86.30,0.00,1.971000000000000,1.649167617103763,1.671000000000000,1.241999974846840,1.149999976158142,2.539999961853027,"76369",-22.812000083923341,-26.000000000000000,-15.039999961853027,-29.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Gulf of Suez,261.00000,No,"260",33.163640000000001,28.598549999999999,Rift,Mobile,Intrusive,Africa,Egypt,On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,3.315432000000000,1.432256780303030,1.193865500000000,1.500000000000000,1.500000000000000,2.000000000000000,"26596",-31.355000495910645,-31.355000495910645,-30.420000076293945,-32.290000915527344,None,None,None,None,Aquitanian-Piacenzian,"Mio., Plio.",Aquitanian-Piacenzian,"1"
Halmahera,265.00000,No,"264",129.210800000000006,-0.150280000000000,Backarc - Marginal Sea,None,Extrusive,Asia,Indonesia,On-Offshore,Cretaceous,Aptian,125.00,0.00,3.364000000000000,1.573751329140723,1.492000000000000,1.200000002980232,1.250000000000000,2.000000000000000,"70103",-26.250000000000000,-26.000000000000000,-25.000000000000000,-28.000000000000000,None,None,None,None,,,,"0"
Hamersley,266.00000,No,"265",119.082930000000005,-22.381620000000002,Rift,Unknown,Unknown,South Pacific,Australia,Onshore,Proterozoic,Mesoproterozoic,1600.00,0.00,,,,0.200000005463759,0.200000002980232,0.300000011920929,"37917",-34.016667048136391,-33.240001678466797,-31.690000534057617,-37.119998931884766,Unknown,Unknown,Unknown,Unknown,,,,
Haouz,267.00000,No,"266",-8.147090000000000,31.451989999999999,Fold and Thrust Belt,Unknown,Unknown,Africa,Morocco,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,0.329246680586007,0.300000004470348,0.400000005960464,"5889",-33.512717005617070,-33.889999389648438,-32.599998474121094,-35.180000305175781,Unknown,Unknown,Unknown,Unknown,,,,
Hardeman-Hollis,268.00000,No,"267",-100.103989999999996,34.487029999999997,Strike-Slip,None,Extrusive,North America,USA,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,3.000000000000000,3.000000000000000,3.000000000000000,"24337",-46.340000152587891,-46.340000152587891,-45.279998779296875,-47.400001525878906,None,None,None,None,,,,"0"
Helmand,271.00000,No,"270",63.373370000000001,30.883320000000001,Fold and Thrust Belt,Unknown,Unknown,Asia,"Afghanistan, Iran, Pakistan",Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.360000006854534,0.350000008940697,0.500000000000000,"165697",-41.547000122070315,-41.650001525878906,-38.720001220703125,-44.099998474121094,Unknown,Unknown,Unknown,Unknown,,,,
Hengyang,272.00000,No,"271",112.692200000000000,26.949660000000002,Rift,Unknown,Unknown,Asia,China,Onshore,Permian,Wuchiapingian,259.80,0.00,,,,0.154516501481914,0.100000001490116,0.200000002980232,"6892",-34.090099348566916,-33.479999542236328,-32.290000915527344,-34.799999237060547,Unknown,Unknown,Unknown,Unknown,,,,
Hodna,274.00000,No,"273",4.700000000000000,35.500000000000000,Fold and Thrust Belt,Mobile,None,Africa,Algeria,Onshore,Devonian,Famennian,372.20,0.00,,,,1.100000000000000,1.000000000000000,2.000000000000000,"34706",-31.883999252319335,-31.969999313354492,-31.229999542236328,-32.919998168945312,None,None,None,Mobile,"Cenomanian; Serravallian-Messinian","Cret., Mio.","Cenomanian; Serravallian-Messinian","2"
Huabei,278.00000,No,"276",115.653660000000002,34.048380000000002,Rift,Bedded,Extrusive,Asia,China,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,,,,1.599999998745165,1.299999952316284,4.500000000000000,"226793",-35.529473555715462,-35.599998474121094,-33.159999847412109,-38.419998168945312,None,None,None,None,Shahejie,Eocene,Lutetian-Priabonian,"1"
Hukawng,280.00000,No,"278",96.655590000000004,26.477170000000001,Strike-Slip,Unknown,Unknown,Asia,Myanmar,Onshore,Cretaceous,Berriasian,145.00,0.00,,,,1.093561253004996,0.200000002980232,1.299999952316284,"9364",-40.454658904262040,-44.029998779296875,-39.520000457763672,-44.549999237060547,Unknown,Unknown,Unknown,Unknown,,,,
Hutar-Auranga,281.00000,No,"279",84.400000000000006,23.699999999999999,Rift,Unknown,Unknown,Asia,India,Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.012328765987070,0.055000000633299,0.100000001490116,"1944",-43.188311451704770,-41.325000762939453,-39.360000610351562,-43.290000915527344,Unknown,Unknown,Unknown,Unknown,,,,
Illizi-Berkine,284.00000,No,"282",7.611490000000000,30.238170000000000,Foreland,Bedded,Extrusive,Africa,"Algeria, Tunisia, Libya",Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,3.445945955611564,3.799999952316284,7.000000000000000,"470120",-35.664054045806061,-35.479999542236328,-31.299999237060547,-38.720001220703125,None,None,Bedded,Bedded,"Bashkirian; Kasimovian-Gzhelian; Abreghs; Santonian-Campanian","Penn., Jur., Cret.","Bashkirian; Kasimovian-Gzhelian; Toarcian-Aalenian; Santonian-Campanian","4"
Ilocos,285.00000,No,"283",120.256259999999997,16.856369999999998,Backarc - Marginal Sea,Unknown,Unknown,Asia,Philippines,On-Offshore,Paleocene,Danian,66.00,0.00,4.085000000000000,1.566289408379888,1.198000000000000,0.300000000745058,0.300000000745058,0.500000000000000,"34965",-22.000000000000000,-21.000000000000000,-16.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Iloilo,286.00000,No,"284",122.336979999999997,9.904520000000000,Backarc - Marginal Sea,Unknown,Unknown,Asia,Philippines,On-Offshore,Oligocene,Chattian,28.10,0.00,2.719000000000000,1.325821041481482,1.126000000000000,1.149999976158142,1.149999976158142,1.299999952316284,"15888",-30.000000000000000,-30.000000000000000,-30.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Indus,288.00000,No,"286",70.593890000000002,29.537510000000001,Foreland,Bedded,Extrusive,Asia,"Pakistan, India",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,3.012500002980232,2.850000023841858,6.500000000000000,"496918",-40.731000137329104,-39.854999542236328,-32.990001678466797,-50.919998168945312,None,None,None,None,Salt Range,Proterozoic,Neoproterozoic,"1"
Iquique,292.00000,No,"290",-70.525949999999995,-20.866379999999999,Forearc,Unknown,Extrusive,South America,Chile,On-Offshore,Devonian,Emsian,407.60,0.00,0.224000000000000,0.175337800000000,0.175000000000000,0.142500001937151,0.144999999552965,0.180000007152557,"35417",-26.500000000000000,-27.000000000000000,-22.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Irrawaddy,294.00000,No,"292",95.317610000000002,16.898679999999999,Strike-Slip,None,Extrusive,Asia,"Myanmar, India",On-Offshore,Cretaceous,Santonian,86.30,0.00,8.526630000000001,5.406937254482440,5.331000000000000,4.909523810659136,5.500000000000000,10.199999809265137,"261525",-29.121904827299574,-30.000000000000000,-22.000000000000000,-34.979999542236328,None,None,None,None,,,,"0"
Jatoba,296.00000,No,"294",-37.984319999999997,-8.840040000000000,Rift,Unknown,Unknown,South America,Brazil,Onshore,Cretaceous,Aptian,125.00,0.00,,,,0.801072556891982,0.650000005960464,1.000000000000000,"10409",-35.178974634006352,-35.299999237060547,-34.569999694824219,-36.569999694824219,Unknown,Unknown,Unknown,Unknown,,,,
Ji'an,297.00000,No,"295",114.944370000000006,26.926410000000001,Rift,Unknown,Unknown,Asia,China,Onshore,Cretaceous,Berriasian,145.00,0.00,,,,0.009999999776483,0.009999999776483,0.009999999776483,"5096",-32.833318296965523,-32.985000610351562,-30.770000457763672,-33.689998626708984,Unknown,Unknown,Unknown,Unknown,,,,
Jianghan,298.00000,No,"296",113.071799999999996,30.115749999999998,Foreland,Bedded,Extrusive,Asia,China,Onshore,Jurassic,Aalenian,174.10,0.00,,,,2.571428579943521,3.500000000000000,4.500000000000000,"82709",-32.809999465942383,-31.969999313354492,-31.350000381469727,-36.250000000000000,None,None,None,Bedded,"Campanian; Danian; Lutetian-Rupelian","Cret., Paleo., Eo., Oligo.","Campanian; Danian; Lutetian-Rupelian","3"
Jinhua-Quzhou,299.00000,No,"297",119.627750000000006,29.299299999999999,Rift,Unknown,Unknown,Asia,China,Onshore,Cretaceous,Berriasian,145.00,0.00,,,,0.029266074565824,0.009999999776483,0.100000001490116,"7020",-31.450642848511503,-31.540000915527344,-30.170000076293945,-33.060001373291016,Unknown,Unknown,Unknown,Unknown,,,,
Jiuquan,300.00000,No,"298",99.289060000000006,39.343679999999999,Foreland,None,Intrusive,Asia,China,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.233333341777325,0.300000011920929,0.300000011920929,"44687",-50.386666615804039,-50.430000305175781,-47.409999847412109,-53.319999694824219,None,None,None,None,,,,"0"
Jiza-Qamar,301.00000,No,"299",52.844889999999999,16.415749999999999,Rift,Bedded,None,Middle East,"Yemen, Oman",On-Offshore,Jurassic,Hettangian,201.30,0.00,0.965479600000000,0.642664406530613,0.724000000000000,1.007999992370606,0.949999988079071,1.230000019073486,"40697",-23.446000099182129,-23.899999618530273,-10.029999732971191,-31.340000152587891,None,None,None,None,Rus,Eocene,Ypresian-Lutetian,"1"
Joban,302.00000,No,"300",141.688719999999989,37.094920000000002,Forearc,Unknown,Unknown,Asia,Japan,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,5.914000000000000,3.184057753516295,2.989000000000000,1.700000002980232,1.750000000000000,2.500000000000000,"51521",-21.492499828338623,-21.500000000000000,-18.000000000000000,-24.969999313354492,Unknown,Unknown,Unknown,Unknown,,,,
Jornada del Muerto,303.00000,No,"301",-106.817560000000000,33.339810000000000,Rift,Bedded,Extrusive,North America,USA,Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,1.113712093141962,1.100000023841858,1.399999976158142,"6534",-31.608700846905698,-31.414999008178711,-29.239999771118164,-33.169998168945312,None,None,None,Bedded,Berriasian-Hauterivian,Cretaceous,Berriasian-Hauterivian,"1"
Kalahari,305.00000,No,"303",22.356570000000001,-23.655400000000000,Intracratonic,None,Extrusive,Africa,"Botswana, Namibia, South Africa, Zimbabwe",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,2.915434775833526,1.050000011920929,13.000000000000000,"549200",-41.872608599455461,-41.295000076293945,-36.630001068115234,-49.020000457763672,None,None,None,None,,,,"0"
Kanto,307.00000,No,"305",139.886889999999994,34.983539999999998,Forearc,Unknown,Extrusive,Asia,Japan,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,2.928000000000000,1.647150192676770,1.557000000000000,1.134999990463257,1.030000001192093,1.799999952316284,"47453",-24.797500133514404,-24.949999809265137,-22.000000000000000,-27.290000915527344,Unknown,Unknown,Unknown,Unknown,,,,
Karoo,308.00000,No,"306",25.743449999999999,-30.272880000000001,Foreland,None,Extrusive,Africa,"South Africa, Lesotho",Onshore,Ordovician,Tremadocian,485.40,0.00,2.891000000000000,2.840169064516129,2.846000000000000,1.376271183460446,0.699999988079071,5.199999809265138,"779326",-38.113898358102574,-37.389999389648438,-19.000000000000000,-48.689998626708984,None,None,None,None,,,,"0"
Kashmir,309.00000,No,"307",74.806640000000002,34.027479999999997,Fold and Thrust Belt,Unknown,Unknown,Asia,India,Onshore,Paleocene,Danian,66.00,0.00,,,,0.024846792382048,0.009999999776483,0.100000001490116,"7166",-56.725175800755672,-56.425001144409173,-53.259998321533203,-58.650001525878906,Unknown,Unknown,Unknown,Unknown,,,,
Kavir,311.00000,No,"309",52.897620000000003,34.848579999999998,Strike-Slip,Mobile,Extrusive,Middle East,Iran,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.710000002384186,0.650000005960464,1.000000000000000,"125975",-41.915999984741219,-42.024999618530273,-39.549999237060547,-43.700000762939453,None,None,None,None,Rupelian-Piacenzian,"Oligo., Mio., Plio.",Rupelian-Piacenzian,"1"
Kerala-Konkan,312.00000,No,"310",74.931240000000003,11.391180000000000,Passive Margin,None,Extrusive,Asia,India,On-Offshore,Cretaceous,Berriasian,145.00,0.00,2.224000000000000,1.428822849076215,1.473000000000000,0.865555562285913,0.529999971389771,1.990000009536743,"129669",-32.525555716620552,-35.000000000000000,-20.969999313354492,-39.639999389648438,None,None,None,None,,,,"0"
Kerr,313.00000,No,"311",-99.467219999999998,30.001989999999999,Foreland,None,None,North America,USA,Onshore,Cambrian,Cambrian Middle,509.00,0.00,,,,1.471596301695039,1.750000000000000,2.500000000000000,"16178",-44.449485971858145,-44.940000534057617,-39.560001373291016,-45.490001678466797,None,None,None,None,,,,"0"
Keta-Togo-Benin,314.00000,No,"312",0.884000000000000,5.564940000000000,Passive Margin,None,Extrusive,Africa,"Ghana, Benin, Nigeria, Togo",On-Offshore,Ordovician,Caradocian,458.40,0.00,4.309000000000000,2.284061791485322,2.617500000000000,2.214285731315613,2.349999904632568,3.500000000000000,"103514",-24.425714220319470,-25.000000000000000,-15.000000000000000,-30.000000000000000,None,None,None,None,,,,"0"
Ketungau,315.00000,No,"313",112.421869999999998,0.849520000000000,Strike-Slip,Unknown,Unknown,Asia,"Indonesia, Malaysia",Onshore,Cretaceous,Cenomanian,100.50,0.00,,,,1.123181495347754,0.699999988079071,1.299999952316284,"7874",-30.862890781940138,-30.920000076293945,-30.709999084472656,-31.510000228881836,Unknown,Unknown,Unknown,Unknown,,,,
Khorat,318.00000,No,"315",103.814970000000002,16.087689999999998,Foreland,Bedded,Extrusive,Asia,"Thailand, Laos, Cambodia",Onshore,Silurian,Rhuddanian,443.80,0.00,,,,2.914285727909633,2.600000023841858,7.000000000000000,"191853",-34.787857328142437,-34.805000305175781,-33.740001678466797,-36.630001068115234,None,None,None,Bedded,Aptian-Campanian,Cretaceous,Aptian-Campanian,"1"
Kidodi,319.00000,No,"316",36.266289999999998,-8.648860000000003,Rift,Unknown,Unknown,Africa,Tanzania,Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.587763127180469,0.500000000000000,3.500000000000000,"15708",-38.603876997284118,-38.560001373291016,-37.950000762939453,-39.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Kitakama,320.00000,No,"317",142.591839999999991,38.949689999999997,Forearc,Unknown,Unknown,Asia,Japan,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,3.314000000000000,2.184003520422535,2.257000000000000,0.900000005960464,0.900000005960464,1.000000000000000,"24817",-21.960000038146973,-21.960000038146973,-21.920000076293945,-22.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Korea,323.00000,No,"320",122.942660000000004,38.779870000000003,Intracratonic,Unknown,Unknown,Asia,"China, North Korea, South Korea",On-Offshore,Jurassic,Aalenian,174.10,0.00,1.202000000000000,0.958999544770438,0.976000100000000,0.683333333581686,0.450000017881393,1.399999976158142,"83040",-32.916666348775230,-33.045000076293945,-30.590000152587891,-34.500000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Korea Plateau,324.00000,No,"321",130.344259999999991,38.262990000000002,Backarc - Marginal Sea,Unknown,Extrusive,Asia,"South Korea, North Korea, Japan",On-Offshore,Miocene,Aquitanian,22.03,0.00,7.895000000000000,3.063810719505783,2.402500000000000,1.221428575260299,0.900000005960464,3.500000000000000,"164322",-21.018571308680944,-19.500000000000000,-16.000000000000000,-30.899999618530273,Unknown,Unknown,Unknown,Unknown,,,,
Kra-Gulf of Thailand,326.00000,No,"323",100.157269999999997,12.607210000000000,Strike-Slip,None,None,Asia,Thailand,On-Offshore,Eocene,Ypresian,56.00,0.00,3.051000000000000,1.841984580215827,1.736500000000000,0.933333342274030,0.949999988079071,1.700000047683716,"84882",-30.991666475931805,-30.000000000000000,-29.979999542236328,-33.979999542236328,None,None,None,None,,,,"0"
Krishna-Godavari,327.00000,No,"324",81.541529999999995,15.614830000000000,Passive Margin,None,Extrusive,Asia,India,On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,8.331000000000000,8.022596698885078,8.002000000000002,3.255454518578269,3.500000000000000,5.750000000000000,"132959",-24.684545343572442,-25.000000000000000,-14.539999961853027,-36.299999237060547,None,None,None,None,,,,"0"
Kufra,329.00000,No,"326",22.555940000000000,21.707419999999999,Intracratonic,None,Extrusive,Africa,"Libya, Chad, Egypt, Sudan",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,1.571153851655813,1.500000000000000,3.500000000000000,"658502",-37.267115519596977,-38.340000152587891,-30.479999542236328,-41.630001068115234,None,None,None,None,,,,"0"
Kumukulig,330.00000,No,"327",89.472430000000003,37.336599999999997,Fold and Thrust Belt,Unknown,Unknown,Asia,China,Onshore,Cretaceous,Berriasian,145.00,0.00,,,,0.200000002980232,0.200000002980232,0.200000002980232,"21841",-47.229999542236328,-47.229999542236328,-45.520000457763672,-48.939998626708984,Unknown,Unknown,Unknown,Unknown,,,,
